client_id,first_name,last_name,date_of_birth,phone,email,first_purchase,address_city,address_street,address_localite,address_postcode,address_canton
h0-5088263V,Vincent,Brahier,1982-10-24,069 966 47 95,vincent_brahier86@hispeed.ch,2023-03-20,Ermatingen,Obere Seestrasse 2,Ermatingen,8272,TG
n3-4152601U,Gabriel,Monnet,2001-11-06,054 522 95 14,gmonnet462@sunrise.ch,2023-03-20,Zürich,Im Raindörfli 3,Zürich,8038,ZH
Q5-7943441Y,Albert,Comment,1989-12-23,+41 77 321 79 29,acomment4@hispeed.ch,2023-03-20,Ballwil,Neufuhr 2,Ballwil,6275,LU
C9-4836362m,Vanessa,Gilliéron,1942-06-14,+41 (0)82 047 51 58,vanessagillieron@romandie.com,2023-03-20,Signau,Gassen 14,Signau,3534,BE
k4-4344974t,Michel,Comment,1974-02-15,+41 57 346 41 29,michel_comment@romandie.com,2023-03-20,Killwangen,Schulstrasse 3,Killwangen,8956,AG
J9-7634498m,Lisa,Vuille,1949-09-12,+41 (0)53 605 18 70,l.vuille489@yahoo.fr,2023-03-20,Bolligen,Spittelhausweg 14,Bolligen,3065,BE
R3-8234168K,Sandra,Grand,1939-06-04,+41 88 899 71 64,sandra_grand@hispeed.ch,2023-03-20,Renens VD,Rue de Verdeaux 15a,Renens VD,1020,VD
V5-337767G,Ana,Jacot-Descombes,1967-02-16,+41 (0)87 554 80 72,a_jacot-descombes@romandie.com,2023-03-20,Assens,Chemin de Cousson 5,Assens,1042,VD
F8-4237947z,Catherine,Monnard,1975-07-01,+41 (0)54 909 93 31,c_monnard@hispeed.ch,2023-03-20,Vevey,Avenue de Gilamont 56,Vevey,1800,VD
S3-4774817R,Noah,Comte,1996-03-28,+41 66 002 68 10,noah.comte552@sunrise.ch,2023-03-20,Safenwil,Holzstrasse 98,Safenwil,5745,AG
S3-8445796O,Guillaume,Vonlanthen,1980-08-12,079 897 29 37,g_vonlanthen@vtxnet.ch,2023-03-20,Zermatt,Oberhäusern 31,Zermatt,3920,VS
e7-6611805i,Antonio,Bonvini,1948-04-27,+41 41 319 69 10,a.bonvini@yahoo.fr,2023-03-20,Bellinzona,Via Pizzo di Claro 17e,Bellinzona,6500,TI
s2-6778988z,Anne,Délèze,1986-09-26,+41 82 030 82 09,anne_deleze@hispeed.ch,2023-03-20,Bern,Heckenweg 15,Bern,3007,BE
S4-8098426X,Julie,Chevrolet,1966-09-04,+41 38 793 88 98,jchevrolet979@yahoo.fr,2023-03-20,Grabs,Spinnereistrasse 6,Grabs,9472,SG
G2-3674331K,Henri,Grand,2000-01-31,+41 83 088 73 88,h_grand@bluewin.ch,2023-03-21,Yverdon-les-Bains,Chemin de la Grève-de-Clendy 13,Yverdon-les-Bains,1400,VD
r4-6362599i,Sylvie,Müller,1984-11-13,051 108 34 67,sylviemuller943@gmail.com,2023-03-21,Bottenwil,Panoramastrasse 361,Bottenwil,4814,AG
K9-6563174l,Marcel,Piccand,1947-10-12,+41 20 182 54 52,m_piccand@hotmail.fr,2023-03-21,Eriz,Schürlimatt 295,Eriz,3619,BE
v8-4701301o,Antonio,Badel,1960-10-21,+41 66 165 84 97,a_badel@hotmail.fr,2023-03-21,Bernex,Rue de Bernex 328,Bernex,1233,GE
m5-7071666e,Liliane,Mayor,1954-11-23,+41 (0)86 995 88 12,liliane_mayor@gmail.com,2023-03-21,Liestal,Wetterchrüzstrasse 8c,Liestal,4410,BL
N7-4742045V,Lucie,Corpataux,1989-08-23,+41 (0)75 056 45 54,lcorpataux643@gmail.com,2023-03-21,Basel,Erlenstrasse 70,Basel,4058,BS
m8-4417558b,Roland,Bouvier,1970-11-16,+41 (0)38 537 98 11,r_bouvier@hotmail.fr,2023-03-21,Waltenschwil,Titlisstrasse 332.2,Waltenschwil,5622,AG
n0-1099913F,Loïc,Diesbach,1985-02-12,+41 86 741 43 16,l_diesbach596@bluewin.ch,2023-03-21,Zürich,Scheuchzerstrasse 66,Zürich,8006,ZH
p6-876418p,Gérard,Carraux,1969-07-21,065 186 04 22,gerardcarraux@hispeed.ch,2023-03-21,Orny,Route de La Sarraz 25,Orny,1317,VD
r7-0066376i,Gérard,Carraux,2000-05-16,040 934 84 56,g_carraux944@vtxnet.ch,2023-03-21,Zuzwil SG,Rosenstrasse 22,Zuzwil SG,9524,SG
J8-7801414X,Christiane,Alber,1935-06-24,049 671 04 22,christianealber877@romandie.com,2023-03-21,Zug,Kirchenstrasse 2.1,Zug,6300,ZG
J6-8407594J,Alain,Comman,1948-07-08,+41 (0)45 280 25 43,alain.comman@gmail.com,2023-03-21,Oftringen,Hottigergasse 20b,Oftringen,4665,AG
L6-4534587i,Samuel,Julliard,1969-07-29,076 261 08 28,sjulliard370@vtxnet.ch,2023-03-21,Neuchâtel,Rue Emer-de-Vattel 10,Neuchâtel,2000,NE
u0-4033700c,Suzanne,Cosandey,1976-11-09,+41 (0)30 481 33 58,suzanne.cosandey@hotmail.fr,2023-03-21,Lengnau AG,Bodenstrasse 57,Lengnau AG,5426,AG
d3-7347171I,Sébastien,Julliard,1944-07-04,+41 84 168 13 18,sebastien.julliard@gmail.com,2023-03-21,Wil SG,Speerstrasse 18h.1,Wil SG,9500,SG
L8-1093014m,Catherine,Duroux,1988-06-08,+41 (0)78 913 06 32,catherine.duroux@gmail.com,2023-03-22,Troinex,Chemin de Drize 18b,Troinex,1256,GE
X1-6522313J,Eric,Muriset,1955-09-14,+41 65 836 45 16,eric_muriset@yahoo.fr,2023-03-22,Wädenswil,Zugerstrasse 104,Wädenswil,8820,ZH
m6-3576784t,Chloé,Deshusses,1997-03-01,+41 62 148 08 49,c.deshusses@romandie.com,2023-03-22,Baar,Grabenstrasse 27,Baar,6340,ZG
O5-997356Z,Bernard,Privet,1989-11-12,059 329 64 75,b.privet@bluewin.ch,2023-03-22,Schiers,Dorfstrasse 42a,Schiers,7220,GR
w9-3576631l,Catherine,Jacot-Guillarmod,1960-08-02,+41 62 344 41 43,c_jacot-guillarmod@romandie.com,2023-03-22,Perroy,Rue du Château 5.4,Perroy,1166,VD
z3-7604803v,Marianne,Besençon,1944-03-16,+41 (0)74 927 17 50,marianne_besencon700@romandie.com,2023-03-22,Magden,Im Stigler 17,Magden,4312,AG
g9-1801898w,Marguerite,Charpié,1935-02-04,+41 46 006 62 37,margueritecharpie411@hotmail.fr,2023-03-22,Obersiggenthal,Tellestrasse 25,Kirchdorf AG,5416,AG
n1-1976983i,Alice,Bovet,1968-05-29,043 378 00 48,alicebovet@hispeed.ch,2023-03-22,Bern,Bümplizstrasse 22,Bern,3027,BE
m9-3899560V,José,Tinguely,1961-10-05,+41 30 895 84 63,jtinguely307@romandie.com,2023-03-22,Oberrieden,Fachstrasse 25.1,Oberrieden,8942,ZH
G0-0047203x,Camille,Vuille,2003-05-17,+41 30 467 69 45,c_vuille@yahoo.fr,2023-03-22,Murten,Long-Vernez 19,Murten,3280,FR
O3-1922647n,Noah,Morard,1998-03-04,+41 (0)44 740 29 80,noah.morard999@hispeed.ch,2023-03-22,Amriswil,Egelmoosstrasse 11,Amriswil,8580,TG
y6-0176603w,Caroline,Bonvini,2003-06-04,051 553 48 53,cbonvini@bluewin.ch,2023-03-22,Basel,Gundeldingerstrasse 430,Basel,4053,BS
p1-1054541z,Julie,Conrad,1941-07-31,+41 (0)32 074 62 64,julie_conrad@romandie.com,2023-03-22,Chavannes-près-Renens,Chemin de la Cerisaie 3,Chavannes-près-Renens,1022,VD
b1-4039328p,Roland,Georges,1946-01-20,+41 (0)85 192 18 41,rgeorges@bluewin.ch,2023-03-22,Neuchâtel,Rue du Rocher 47,Neuchâtel,2000,NE
a0-7071075g,Arthur,Romanens,1995-08-31,+41 (0)69 025 62 95,a.romanens126@hispeed.ch,2023-03-22,Dietikon,Lindenstrasse 30,Dietikon,8953,ZH
R1-3963032x,Maxime,Comment,1957-10-21,+41 29 642 54 73,maxime.comment@romandie.com,2023-03-22,Vaz/Obervaz,Voa Salvan 6,Vaz/Obervaz,7082,GR
B7-3685277P,José,Mottiez,1951-04-01,064 566 56 09,j_mottiez111@hotmail.fr,2023-03-22,Tolochenaz,Chemin des Peupliers 16,Tolochenaz,1131,VD
a8-999608t,Elisabeth,Mayor,1969-09-05,079 930 60 02,e.mayor@yahoo.fr,2023-03-22,Zuzwil SG,Lindaustrasse 12,Zuzwil SG,9524,SG
A1-1611672j,Valérie,Barbey,1985-12-05,035 865 48 10,v.barbey@yahoo.fr,2023-03-23,Meilen,Schumbelstrasse 39.1,Meilen,8706,ZH
V6-1003110c,Olivier,Besançon,1968-04-17,+41 71 379 88 47,o.besancon@yahoo.fr,2023-03-23,Schaffhausen,Hauentalstrasse 158,Schaffhausen,8200,SH
z7-8589782D,Christine,Candaux,1977-11-11,029 138 21 08,christine_candaux@sunrise.ch,2023-03-23,Montreux,Rue du Marché 22,Montreux,1820,VD
F7-5966464E,Danielle,Brahier,1968-12-28,+41 23 337 13 18,d.brahier@bluewin.ch,2023-03-23,Uetikon am See,Stötzlistrasse 60b,Uetikon am See,8707,ZH
E5-4992775Z,Céline,Masseron,1951-05-24,079 623 82 79,cmasseron990@yahoo.fr,2023-03-23,Evilard,Chemin du Crêt 39,Evilard,2533,BE
K5-0724549l,Thierry,Nusslé,1964-01-16,050 483 12 64,thierry.nussle@vtxnet.ch,2023-03-23,Rheineck,Bufflershofstrasse 8,Rheineck,9424,SG
i2-4538553t,Emma,Julliard,1999-03-13,+41 80 726 81 32,e_julliard444@gmail.com,2023-03-23,Seeberg,Grabenweg 3a,Seeberg,3365,BE
i1-910637T,Jeanne,Marty,1958-08-29,054 897 63 09,j_marty@hispeed.ch,2023-03-23,Wittenbach,Grüntalstrasse 11.1,Wittenbach,9300,SG
F7-3651423L,Roger,Thorens,1980-04-24,+41 42 060 60 13,r.thorens@hispeed.ch,2023-03-23,Muttenz,Kriegackerstrasse 30b,Muttenz,4132,BL
E5-4851477w,Luca,Masseron,1995-06-15,+41 (0)62 473 05 71,l_masseron@vtxnet.ch,2023-03-23,Bad Ragaz,Rebweg 5,Bad Ragaz,7310,SG
A8-3847866J,Chloé,Chappuis,1951-08-06,026 358 35 45,cchappuis943@romandie.com,2023-03-23,Jegenstorf,Bernstrasse 38a,Jegenstorf,3303,BE
O6-5298813G,Claude,Carraux,1935-02-15,+41 (0)91 340 49 08,c.carraux785@hotmail.fr,2023-03-23,Obergerlafingen,Buchenweg 3,Obergerlafingen,4564,SO
X0-2752666l,Eliane,Bourquin,1965-01-03,+41 (0)38 166 99 47,eliane_bourquin725@romandie.com,2023-03-23,St. Gallen,Fontanastrasse 5.01,St. Gallen,9000,SG
L3-2009305n,Hugo,Vuille,1955-06-20,+41 39 208 94 22,h.vuille@sunrise.ch,2023-03-23,Villeneuve VD,Route de Praz-Bérard 1a,Villeneuve VD,1844,VD
o6-5486024Q,Hélène,Monnard,1956-10-16,070 677 61 46,helenemonnard809@bluewin.ch,2023-03-23,Basel,Matthäusstrasse 5,Basel,4057,BS
n6-1312176B,Louis,Cosandey,1982-11-26,045 524 36 01,lcosandey452@hispeed.ch,2023-03-23,Seelisberg,Wissigstrasse 7.6,Seelisberg,6377,UR
n6-6564826x,Valérie,Masseron,1967-09-15,+41 (0)57 315 23 39,valerie_masseron702@hotmail.fr,2023-03-23,Neuenkirch,Sellenboden 9.2,Neuenkirch,6206,LU
A5-7536149e,Jean-Claude,Godet,1990-06-19,+41 20 407 77 57,j_godet@vtxnet.ch,2023-03-23,Vufflens-le-Château,Chemin du Carolet 6,Vufflens-le-Château,1134,VD
r6-9482843z,Yvonne,Masseron,1935-03-23,+41 (0)97 863 40 41,yvonne.masseron552@vtxnet.ch,2023-03-23,Ostermundigen,Blankweg 40,Ostermundigen,3072,BE
r7-8687546q,Roger,Gubéran,1948-02-07,043 633 00 16,r.guberan998@bluewin.ch,2023-03-23,Dardagny,Route du Mandement 511,Dardagny,1283,GE
j7-4582834b,Antonio,Maire,1960-12-22,074 161 20 82,a_maire@sunrise.ch,2023-03-24,Basel,Karpfenweg 6,Basel,4052,BS
L8-9184333S,Antonio,Monnard,1979-01-21,+41 (0)94 163 17 65,a_monnard@vtxnet.ch,2023-03-24,Oberdorf BL,Zinsmattweg 1,Oberdorf BL,4436,BL
z5-9782697Q,Patrick,Bernasconi,1967-10-10,028 325 38 25,p_bernasconi@yahoo.fr,2023-03-24,Rüti ZH,Frohwiesstrasse 40a,Rüti ZH,8630,ZH
R3-9979529y,Charles,Crivelli,1966-10-14,+41 (0)95 370 76 54,charlescrivelli@hotmail.fr,2023-03-24,Carouge GE,Rue du Pont-Neuf 10bis,Carouge GE,1227,GE
q8-7211963m,Luca,Deladoëy,1994-07-29,+41 24 112 34 41,luca_deladoey@romandie.com,2023-03-24,La Chaux-de-Fonds,Rue du Pont 2,La Chaux-de-Fonds,2300,NE
b8-5449727E,Frédéric,Galland,1991-01-13,+41 82 942 21 72,frederic.galland@gmail.com,2023-03-24,Payerne,Rue de la Boverie 3,Payerne,1530,VD
x9-8457954D,Elodie,Vonlanthen,1991-12-31,+41 (0)86 282 73 55,elodie.vonlanthen421@romandie.com,2023-03-24,Oberweningen,Im Hofgarten 2,Oberweningen,8165,ZH
B0-3298339q,Ethan,Bourquin,1948-04-12,+41 62 358 46 43,e.bourquin@romandie.com,2023-03-24,Langnau im Emmental,Höheweg 1,Langnau im Emmental,3550,BE
i8-0667866l,Jacqueline,Aeby,1990-07-28,+41 (0)34 808 75 41,j_aeby107@romandie.com,2023-03-24,Sarnen,Wiesenweg 2,Sarnen,6060,OW
m0-341896D,Marguerite,Francillon,1980-12-19,+41 (0)68 113 74 01,marguerite_francillon628@bluewin.ch,2023-03-24,Zürich,Widmerstrasse 43,Zürich,8038,ZH
V3-036697b,Elisabeth,Jomini,1935-04-16,+41 (0)94 496 73 65,elisabethjomini199@vtxnet.ch,2023-03-24,Hausen AG,Iltisstrasse 11,Hausen AG,5212,AG
r6-6882108k,Olivier,Joly,1940-04-26,+41 49 040 66 10,olivierjoly@hispeed.ch,2023-03-24,Horgen,Amalie-Widmer-Strasse 18,Horgen,8810,ZH
t0-4741742q,Patrick,Piccand,1935-08-13,041 558 21 93,patrick.piccand444@romandie.com,2023-03-24,Genève,Chemin de la Tour-de-Champel 8,Genève,1206,GE
Y8-6379208v,José,Quartier,1976-11-23,069 004 80 11,jose_quartier@hotmail.fr,2023-03-24,Kaisten,Unterhalden 2,Kaisten,5082,AG
z2-0407846v,Elisa,Jacot-Descombes,1996-01-29,066 540 36 86,elisajacot-descombes@vtxnet.ch,2023-03-24,Felben-Wellhausen,Weinfelderstrasse 105.2,Felben-Wellhausen,8552,TG
N7-6376030r,Théo,Chatriant,1973-10-22,045 591 52 89,t.chatriant770@yahoo.fr,2023-03-24,Seedorf UR,Grossriedstrasse 2,Seedorf UR,6462,UR
f5-6703825D,Arthur,Chapuis,1995-01-06,+41 (0)67 656 26 17,arthur.chapuis@sunrise.ch,2023-03-24,Menznau,Willisauerstrasse 37.52,Menznau,6122,LU
Z7-0808904D,Charlotte,Bochud,1956-05-22,+41 (0)20 760 82 17,charlottebochud@hotmail.fr,2023-03-24,Cortaillod,Route de Sachet 17f,Cortaillod,2016,NE
l1-8698755b,Vanessa,Comte,1991-02-15,+41 27 632 96 08,vanessa.comte@sunrise.ch,2023-03-24,Bern,Winterfeldweg 81,Bern,3018,BE
X9-6256069A,Elodie,Godet,1945-06-20,+41 62 922 86 28,e.godet941@hispeed.ch,2023-03-25,Lausanne,Avenue Frédéric-César-de-La-Harpe 49,Lausanne,1007,VD
z4-4842070q,David,Rossellat,1990-04-16,+41 (0)35 496 86 48,drossellat741@hotmail.fr,2023-03-25,Le Mont-sur-Lausanne,Route de Cugy 100.1,Le Mont-sur-Lausanne,1052,VD
d5-4045236R,Vanessa,Meyer,1967-08-16,+41 77 708 85 76,vanessa.meyer@romandie.com,2023-03-25,Feusisberg,Frohe Aussicht 12,Feusisberg,8835,SZ
X4-1969617m,Mathilde,Mottet,1944-11-21,+41 (0)59 992 97 77,mmottet890@gmail.com,2023-03-25,Sullens,Route des Vaux 1.1,Sullens,1036,VD
i7-8272702j,Samuel,Cornuz,1997-05-13,+41 (0)56 116 89 79,s.cornuz@hispeed.ch,2023-03-25,Sargans,Töbeliweg 7.1,Sargans,7320,SG
x3-5804963A,Romain,Bouvier,1967-03-23,+41 60 560 05 79,romain.bouvier@hotmail.fr,2023-03-25,Rüschlikon,Moosgartenweg 1c,Rüschlikon,8803,ZH
P5-6416118w,Jessica,Chapuis,1935-09-03,+41 (0)81 094 07 66,jessicachapuis@romandie.com,2023-03-25,Bremgarten AG,Wagenrainstrasse 21.1,Bremgarten AG,5620,AG
o7-8448943V,Sophie,Barbey,1958-12-28,047 469 07 72,s_barbey620@yahoo.fr,2023-03-25,Zürich,Schaffhauserstrasse 273,Zürich,8057,ZH
N8-50669X,Bruno,Coigny,1958-02-12,+41 (0)22 618 39 66,b_coigny@hotmail.fr,2023-03-25,Selzach,Späretweg 37a,Selzach,2545,SO
P4-1423591u,Frédéric,Gillièron,1966-10-02,045 741 07 82,frederic.gillieron@hispeed.ch,2023-03-25,Zürich,Mühlebachstrasse 143,Zürich,8008,ZH
m3-1871782S,Mathilde,Beguin,2000-07-06,+41 (0)35 636 39 63,mathildebeguin159@vtxnet.ch,2023-03-25,Spiez,Salzbrunnen 447,Spiez,3700,BE
x4-0031744d,Mathieu,Menthonnex,1979-08-27,+41 (0)74 653 38 90,m.menthonnex62@hispeed.ch,2023-03-25,Zürich,Weidmannstrasse 10,Zürich,8046,ZH
w7-203196L,Stéphane,Chatriant,1994-03-21,077 803 84 34,stephane.chatriant@hispeed.ch,2023-03-25,Muri b. Bern,Haldenau 14a,Muri b. Bern,3074,BE
V5-4877436N,Léa,Carraud,1938-06-30,+41 (0)58 332 80 70,lea_carraud@gmail.com,2023-03-25,Le Mouret,Le Pafuet 70n,Le Mouret,1724,FR
O5-5593568H,Raymond,Cosandey,1963-09-22,+41 41 885 96 92,r_cosandey@sunrise.ch,2023-03-25,Thun,Schadaustrasse 21h,Thun,3604,BE
p3-0943992m,Roger,Joly,1987-08-25,042 414 19 44,rogerjoly654@hotmail.fr,2023-03-25,Gaiserwald,Rosenstrasse 1.1,Engelburg,9032,SG
R3-6544314D,Alice,Chatriant,1949-03-12,051 482 04 66,alicechatriant851@sunrise.ch,2023-03-25,Steffisburg,Weiergrabenweg 32,Steffisburg,3612,BE
G6-97424v,Nicole,Wicht,1988-04-18,+41 81 290 00 45,nwicht17@yahoo.fr,2023-03-25,Regensdorf,Querstrasse 8,Regensdorf,8105,ZH
u8-5212966f,Claudine,Matile,1934-08-04,047 477 03 29,c.matile@romandie.com,2023-03-26,Zürich,Johannastrasse 3,Zürich,8038,ZH
i4-9698153a,Philippe,Jacot-Guillarmod,1978-12-23,+41 (0)27 810 64 44,philippe_jacot-guillarmod189@gmail.com,2023-03-26,Wittenbach,Schlosshaldenstrasse 5.1,Wittenbach,9300,SG
k2-5631702k,Pascal,Carron,1957-06-08,+41 62 216 18 24,pcarron@gmail.com,2023-03-26,Unterägeri,Büel 1.16,Unterägeri,6314,ZG
R0-348388d,Elisabeth,Vienne,1934-06-28,039 659 44 37,e.vienne702@hispeed.ch,2023-03-26,Savièse,Route de Prinzières 36,Savièse,1965,VS
g8-9222184n,Sophie,Martin,1999-06-24,037 140 80 09,s.martin@sunrise.ch,2023-03-26,Renens VD,Chemin de Pralet 3,Renens VD,1020,VD
r6-6942991N,Yvonne,Boillat,1974-04-11,024 783 68 75,yvonneboillat662@yahoo.fr,2023-03-26,Bettlach,Ebauchesstrasse 14,Bettlach,2544,SO
a4-8512053h,Josiane,Gubéran,1959-12-26,+41 (0)53 738 16 59,josiane_guberan389@romandie.com,2023-03-26,Estavayer,Route Saint Eloi 47,Estavayer-le-Lac,1470,FR
t8-6234979P,Florian,Martin,1950-01-27,+41 84 680 85 87,f_martin738@romandie.com,2023-03-26,Nidau,Schleusenweg 12,Nidau,2560,BE
s1-0749831e,Corinne,Sandoz,1968-02-04,079 134 35 09,csandoz@bluewin.ch,2023-03-26,Boningen,,Boningen,4618,SO
s7-3591637C,Stéphanie,Bernasconi,1962-09-05,+41 85 859 44 72,stephaniebernasconi132@bluewin.ch,2023-03-26,Broc,Rue de Forcel 4,Broc,1636,FR
e2-4946527Y,Ana,Botteron,1976-08-11,+41 21 061 17 94,a_botteron@gmail.com,2023-03-26,Richterswil,Mülibachstrasse 22c.1,Richterswil,8805,ZH
B4-9962575h,Gabriel,Chatriand,2001-01-31,+41 (0)84 575 40 79,gabrielchatriand13@hotmail.fr,2023-03-26,Bremgarten AG,Fischbacherstrasse 3.1,Bremgarten AG,5620,AG
h2-2883243m,Laura,Galland,1949-10-02,+41 27 337 94 13,laura_galland961@gmail.com,2023-03-26,Zofingen,Bärengasse 19.1,Zofingen,4800,AG
b3-5943974E,Roger,Chaudet,1939-06-24,+41 (0)86 155 07 74,rchaudet800@gmail.com,2023-03-26,Meilen,Haltenweg 13,Meilen,8706,ZH
I9-1108314b,Fabienne,Alber,2000-07-13,+41 35 884 27 16,f_alber489@vtxnet.ch,2023-03-26,Altishofen,Oberdorf 3,Altishofen,6246,LU
w1-5216100g,Olivier,Barbey,1965-06-21,+41 87 211 05 02,o.barbey@hispeed.ch,2023-03-26,Gaiserwald,Schönbüelstrasse 12.2,Engelburg,9032,SG
Z2-9498690n,Vanessa,Rapin,1979-06-05,+41 95 220 22 79,vanessa.rapin@sunrise.ch,2023-03-27,Lausanne,Escaliers du Grand-Pont 1,Lausanne,1003,VD
Y4-0443044D,Catherine,Mottet,1969-02-24,041 012 05 24,c_mottet520@yahoo.fr,2023-03-27,Bülach,Grenzstrasse 30.1,Bülach,8180,ZH
S6-3153851p,Bernard,Crivelli,1953-10-04,+41 (0)29 664 78 94,bernardcrivelli@gmail.com,2023-03-27,Lostallo,Becácc 12,Lostallo,6558,GR
x4-5068240C,Odette,Joly,2001-01-25,+41 67 065 51 10,odette_joly80@bluewin.ch,2023-03-27,Biel/Bienne,Wilerbergweg / Chemin du Wilerberg 16,Biel/Bienne,2504,BE
t9-5587323e,Pascal,Joly,1996-01-24,+41 (0)68 516 56 56,pascal.joly@romandie.com,2023-03-27,Aarwangen,Spycherweg 15,Aarwangen,4912,BE
N0-7016589f,Pascal,Cosandey,1935-11-29,054 421 71 54,p.cosandey@hispeed.ch,2023-03-27,Stettlen,Bergackerstrasse 33,Stettlen,3066,BE
Y3-646994i,Sylvie,Delèze,1995-03-05,075 962 11 10,s_deleze@hotmail.fr,2023-03-27,Ittigen,Hausmattstrasse 32a,Ittigen,3063,BE
O5-4529572a,Antonio,Balmat,1957-10-04,+41 (0)70 519 78 96,a_balmat733@hotmail.fr,2023-03-27,Stein AR,Berg 604.1,Stein AR,9063,AR
Q8-9176933j,Sylvie,Bourquard,1965-08-18,+41 (0)53 771 00 27,s_bourquard986@bluewin.ch,2023-03-27,Staufen,Blumenweg 4,Staufen,5603,AG
z8-679634e,Manon,Romanens,1965-12-29,+41 67 666 61 82,manon_romanens@bluewin.ch,2023-03-27,Flawil,Primelweg 4,Flawil,9230,SG
F7-8248182t,Matteo,Pasquier,2002-03-28,+41 (0)37 060 28 80,m.pasquier@romandie.com,2023-03-27,Bellinzona,Via Domenico Fontana 13,Bellinzona,6500,TI
K1-8797805n,Anne,Paschoud,1949-12-30,+41 29 411 03 19,apaschoud370@sunrise.ch,2023-03-27,Les Ponts-de-Martel,Chemin de Sommartel 2,Les Ponts-de-Martel,2316,NE
c9-7363369g,Léa,Chapuis,1990-04-20,+41 24 062 54 85,leachapuis@vtxnet.ch,2023-03-27,Biel-Benken,Mühlegasse 9,Biel-Benken BL,4105,BL
d8-3442211o,Florian,Rappaz,1990-12-16,067 071 81 93,f.rappaz@yahoo.fr,2023-03-27,Burgdorf,Neumattstrasse 28,Burgdorf,3400,BE
G6-833380Y,Maxime,Uldry,2003-02-11,+41 (0)22 606 95 40,maxime.uldry@romandie.com,2023-03-27,Lugano,,Lugano,6900,TI
m5-396234e,David,Fonjallaz,1975-08-11,+41 (0)46 749 30 68,david.fonjallaz@hotmail.fr,2023-03-27,Zug,Ammannsmatt 34.1,Zug,6300,ZG
h0-6154034n,Mélanie,Vallélian,1992-11-23,032 450 00 97,melanie_vallelian317@romandie.com,2023-03-27,Brittnau,Weihermattweg 15,Brittnau,4805,AG
q3-968869h,Samuel,Charpié,1954-02-16,+41 (0)75 030 56 54,s_charpie997@sunrise.ch,2023-03-27,Yverdon-les-Bains,Rue du Valentin 110b.3,Yverdon-les-Bains,1400,VD
B8-0732176m,Julien,Uldry,1965-04-07,+41 90 896 57 91,julien_uldry431@vtxnet.ch,2023-03-28,Basel,Schönenbergstrasse 5,Basel,4059,BS
A0-8308888g,Eric,Cosendey,1966-09-14,038 858 57 24,e_cosendey390@hispeed.ch,2023-03-28,Cham,Mugerenstrasse 69,Cham,6330,ZG
T7-9129669C,Louis,Fonjallaz,2004-05-31,+41 (0)60 893 34 69,louis.fonjallaz748@hotmail.fr,2023-03-28,Zofingen,Ackerstrasse 6,Zofingen,4800,AG
g4-0371176g,Eva,Pachoud,1958-01-29,+41 (0)99 149 98 00,evapachoud889@bluewin.ch,2023-03-28,Herisau,Sturzenegg 2158,Herisau,9100,AR
n5-8935010u,René,Brandt,1958-06-04,+41 (0)34 870 60 51,rene_brandt318@gmail.com,2023-03-28,Zollikofen,Landgarbenstrasse 20,Zollikofen,3052,BE
m7-7918004a,Jean-Claude,Boillat,2002-11-23,+41 77 508 30 15,j.boillat@romandie.com,2023-03-28,Bad Ragaz,Büelstrasse 7.4,Bad Ragaz,7310,SG
S9-0791871W,Julie,Humbert,1976-09-08,+41 (0)50 494 78 66,julie_humbert713@gmail.com,2023-03-28,Lussery-Villars,La Ruelle 5,Lussery-Villars,1307,VD
H9-7103925D,Sara,Chatriand,1955-06-13,+41 68 322 17 55,sarachatriand@sunrise.ch,2023-03-28,Vevey,Rue du Simplon 48.1,Vevey,1800,VD
l4-1778533p,Thérèse,Thorens,1972-01-29,+41 71 745 78 87,therese_thorens@yahoo.fr,2023-03-28,Buchs SG,Holderweg 11,Buchs SG,9470,SG
V4-3121716r,Roger,Gillièron,1959-02-18,+41 (0)90 034 38 63,rogergillieron1@romandie.com,2023-03-28,Basel,St. Alban-Rheinweg 58,Basel,4052,BS
C0-837751Q,Henri,Vallélian,1938-08-29,054 256 00 05,henrivallelian@hispeed.ch,2023-03-28,Altdorf UR,Frohmattweg 17,Altdorf UR,6460,UR
Q4-7594580m,Jean-Claude,Corbat,1974-01-17,+41 61 542 00 13,j_corbat29@sunrise.ch,2023-03-28,Chavornay,Chemin de la Ville 25,Chavornay,1373,VD
U5-7162310d,Chantal,Rapraz,1941-05-23,+41 (0)69 248 66 20,crapraz@sunrise.ch,2023-03-28,Bussnang,Viaduktstrasse 2,Bussnang,9565,TG
T3-8828416F,Stéphanie,Jacot-Guillarmod,1959-05-12,+41 94 053 69 10,sjacot-guillarmod@bluewin.ch,2023-03-28,Müntschemier,Allmendhagweg 13b,Müntschemier,3225,BE
c4-5749600S,Anne,Pellet,1990-05-30,+41 (0)67 356 49 46,a.pellet761@hotmail.fr,2023-03-28,Aarwangen,Hofstrasse 22d,Aarwangen,4912,BE
w2-7333931x,Charles,Chevrolet,1933-09-20,+41 45 975 80 03,cchevrolet420@romandie.com,2023-03-29,Emmen,Rottertswilstrasse 29.6,Emmen,6032,LU
i9-8043423N,Patrick,Crivelli,1968-05-25,+41 (0)27 834 69 33,patrick.crivelli5@gmail.com,2023-03-29,Chavornay,Rue de l'Industrie 12,Chavornay,1373,VD
